OBJECTID_12,OBJECTID_1,OBJECTID,DISTRICT,DISTNAME,CAMPUS,CAMPNAME,STREET_MAI,CITY_MAIL,ZIP_MAIL,STREET,CITY,ZIP,COUNTY,CNTYNAME,REGION,GRADERANGE,GRADEGRP,VERIFY,INSTR_TYPE,STREET_M_1,ADJUST,Shape,Latitude,Longitude
132,132,735,101919,SPRING ISD,101919046,BAMMEL MIDDLE SCHOOL,16711 ELLA BLVD,HOUSTON,77090-4213,16711 ELLA BLVD,HOUSTON,77090-4213,101,HARRIS COUNTY,4,8-Jun,2,0,REGULAR,16711 ELLA BLVD,Y,132,30.00824,-95.438996
922,922,4173,101919,SPRING ISD,101919002,WESTFIELD H S,16713 ELLA BLVD,HOUSTON,77090-4213,16713 ELLA BLVD,HOUSTON,77090-4213,101,HARRIS COUNTY,4,12-Oct,4,1,REGULAR,16713 ELLA BLVD,Y,922,30.00824,-95.438996
48,48,279,101919,SPRING ISD,101919106,MEYER EL,16330 FOREST WAY DR,HOUSTON,77090-4717,16330 FOREST WAY DR,HOUSTON,77090-4717,101,HARRIS COUNTY,4,EE-5,1,0,REGULAR,16330 FOREST WAY DR,Y,48,30.00824,-95.438996
490,490,3228,101902,ALDINE ISD,101902046,HOFFMAN MIDDLE,6101 W LITTLE YORK RD,HOUSTON,77091-1198,6101 W LITTLE YORK RD,HOUSTON,77091-1198,101,HARRIS COUNTY,4,8-Jul,3,1,REGULAR,6101 W LITTLE YORK RD,Y,490,29.853067,-95.435966
580,580,3529,101902,ALDINE ISD,101902114,J RUTH SMITH ACADEMY,5815 W LITTLE YORK RD,HOUSTON,77091-1199,5815 W LITTLE YORK RD,HOUSTON,77091-1199,101,HARRIS COUNTY,4,KG-4,1,1,REGULAR,5815 W LITTLE YORK RD,Y,580,29.853067,-95.435966
563,563,3512,101902,ALDINE ISD,101902042,DREW ACAD,1910 W LITTLE YORK RD,HOUSTON,77091-1914,1910 W LITTLE YORK RD,HOUSTON,77091-1914,101,HARRIS COUNTY,4,8-Jul,3,1,REGULAR,1910 W LITTLE YORK RD,Y,563,29.853067,-95.435966
748,748,3729,101912,HOUSTON ISD,101912254,WESLEY EL,800 DILLARD ST,HOUSTON,77091-2302,800 DILLARD ST,HOUSTON,77091-2302,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,800 DILLARD ST,Y,748,29.853067,-95.435966
683,683,3660,101912,HOUSTON ISD,101912082,M C WILLIAMS MIDDLE,6100 KNOX ST,HOUSTON,77091-4143,6100 KNOX ST,HOUSTON,77091-4143,101,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,6100 KNOX ST,Y,683,29.853067,-95.435966
794,794,3778,101912,HOUSTON ISD,101912174,HIGHLAND HTS EL,865 PAUL QUINN ST,HOUSTON,77091-4154,865 PAUL QUINN ST,HOUSTON,77091-4154,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,865 PAUL QUINN ST,Y,794,29.853067,-95.435966
646,646,3622,101907,CYPRESS-FAIRBANKS ISD,101907106,HOLBROOK EL,6402 LANGFIELD RD,HOUSTON,77092-1006,6402 LANGFIELD RD,HOUSTON,77092-1006,101,HARRIS COUNTY,4,PK-5,1,1,REGULAR,6402 LANGFIELD RD,Y,646,29.830024,-95.474409
528,528,3350,101912,HOUSTON ISD,101912048,CLIFTON MIDDLE,6001 GOLDEN FOREST DR,HOUSTON,77092-2399,6001 GOLDEN FOREST DR,HOUSTON,77092-2399,101,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,6001 GOLDEN FOREST DR,Y,528,29.830024,-95.474409
738,738,3718,101912,HOUSTON ISD,101912242,SMITH EL,4802 CHRYSTELL LN,HOUSTON,77092-3512,4802 CHRYSTELL LN,HOUSTON,77092-3512,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,4802 CHRYSTELL LN,Y,738,29.830024,-95.474409
760,760,3741,101912,HOUSTON ISD,101912268,BENBROOK EL,4026 BOLIN RD,HOUSTON,77092-4711,4026 BOLIN RD,HOUSTON,77092-4711,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,4026 BOLIN RD,Y,760,29.830024,-95.474409
670,670,3646,101912,HOUSTON ISD,101912024,SCARBOROUGH H S,4141 COSTA RICA,HOUSTON,77092-5299,4141 COSTA RICA,HOUSTON,77092-5299,101,HARRIS COUNTY,4,12-Sep,4,1,REGULAR,4141 COSTA RICA,Y,670,29.830024,-95.474409
746,746,3727,101912,HOUSTON ISD,101912252,WAINWRIGHT EL,5330 MILWEE ST,HOUSTON,77092-6655,5330 MILWEE ST,HOUSTON,77092-6655,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,5330 MILWEE ST,Y,746,29.830024,-95.474409
518,518,3340,101812,HOUSTON CAN ACADEMY CHARTER SCHOOL,101812001,HOUSTON CAN! ACADEMY CHARTER SCHOOL,2301 MAIN ST,HOUSTON,77092-9101,2301 MAIN ST,HOUSTON,77002-9101,101,HARRIS COUNTY,4,12-Sep,4,1,CHARTER/REGULAR,2301 MAIN ST,Y,518,29.830024,-95.474409
576,576,3525,101902,ALDINE ISD,101902110,WORSHAM EL,3007 HARTWICK RD,HOUSTON,77093-1219,3007 HARTWICK RD,HOUSTON,77093-1219,101,HARRIS COUNTY,4,KG-4,1,1,REGULAR,3007 HARTWICK RD,Y,576,29.8634,-95.341409
578,578,3527,101902,ALDINE ISD,101902112,ORANGE GROVE EL,4514 MOUNT HOUSTON RD,HOUSTON,77093-1440,4514 MOUNT HOUSTON RD,HOUSTON,77093-1440,101,HARRIS COUNTY,4,KG-4,1,1,REGULAR,4514 MOUNT HOUSTON RD,Y,578,29.8634,-95.341409
494,494,3232,101902,ALDINE ISD,101902063,ESCAMILLA INT,5241 E MT HOUSTON RD,HOUSTON,77093-1732,5241 E MT HOUSTON RD,HOUSTON,77093-1732,101,HARRIS COUNTY,4,6-May,2,1,REGULAR,5241 E MT HOUSTON RD,Y,494,29.8634,-95.341409
734,734,3712,101912,HOUSTON ISD,101912237,SCARBOROUGH EL,3021 LITTLE YORK RD,HOUSTON,77093-3599,3021 LITTLE YORK RD,HOUSTON,77093-3599,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,3021 LITTLE YORK RD,Y,734,29.8634,-95.341409
532,532,3354,101912,HOUSTON ISD,101912052,PATRICK HENRY MIDDLE,10702 E HARDY,HOUSTON,77093-4099,10702 E HARDY,HOUSTON,77093-4099,101,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,10702 E HARDY,Y,532,29.8634,-95.341409
763,763,3745,101912,HOUSTON ISD,101912132,COOP EL,10130 ALDINE WESTFIELD RD,HOUSTON,77093-5449,10130 ALDINE WESTFIELD RD,HOUSTON,77093-5449,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,10130 ALDINE WESTFIELD RD,Y,763,29.8634,-95.341409
575,575,3524,101902,ALDINE ISD,101902109,MENDEL EL,3735 TOPPING ST,HOUSTON,77093-5817,3735 TOPPING ST,HOUSTON,77093-5817,101,HARRIS COUNTY,4,KG-4,1,1,REGULAR,3735 TOPPING ST,Y,575,29.8634,-95.341409
803,803,3787,101912,HOUSTON ISD,101912283,GARCIA EL,9550 ALDINE WESTFIELD RD,HOUSTON,77093-6211,9550 ALDINE WESTFIELD RD,HOUSTON,77093-6211,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,9550 ALDINE WESTFIELD RD,Y,803,29.8634,-95.341409
692,692,3670,101912,HOUSTON ISD,101912109,BERRY EL,2310 BERRY RD,HOUSTON,77093-7418,2310 BERRY RD,HOUSTON,77093-7418,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,2310 BERRY RD,Y,692,29.8634,-95.341409
696,696,3674,101912,HOUSTON ISD,101912113,BOWIE EL,7501 CURRY RD,HOUSTON,77093-8896,7501 CURRY RD,HOUSTON,77093-8896,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,7501 CURRY RD,Y,696,29.8634,-95.341409
83,83,517,101907,CYPRESS-FAIRBANKS ISD,101907005,LANGHAM CREEK H S,17610 FM 529,HOUSTON,77095-1004,17610 FM 529,HOUSTON,77095-1004,101,HARRIS COUNTY,4,12-Sep,4,0,REGULAR,17610 FM 529,Y,83,29.909513,-95.651476
482,482,3140,101907,CYPRESS-FAIRBANKS ISD,101907121,HOLMSLEY EL,7315 HUDSON OAKS DR,HOUSTON,77095-1149,7315 HUDSON OAKS DR,HOUSTON,77095-1149,101,HARRIS COUNTY,4,PK-5,1,1,REGULAR,7315 HUDSON OAKS DR,Y,482,29.909513,-95.651476
181,181,884,101907,CYPRESS-FAIRBANKS ISD,101907046,LABAY MIDDLE SCHOOL,15435 WILLOW RIVER DR,HOUSTON,77095-1703,15435 WILLOW RIVER DR,HOUSTON,77095-1703,101,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,15435 WILLOW RIVER DR,Y,181,29.909513,-95.651476
174,174,877,101907,CYPRESS-FAIRBANKS ISD,101907007,CYPRESS FALLS H S,9811 HUFFMEISTER RD,HOUSTON,77095-2307,9811 HUFFMEISTER RD,HOUSTON,77095-2307,101,HARRIS COUNTY,4,12-Sep,4,1,REGULAR,9811 HUFFMEISTER RD,Y,174,29.909513,-95.651476
655,655,3631,101907,CYPRESS-FAIRBANKS ISD,101907116,LOWERY EL,15950 RDG PARK DR,HOUSTON,77095-2612,15950 RDG PARK DR,HOUSTON,77095-2612,101,HARRIS COUNTY,4,KG-5,1,1,REGULAR,15950 RDG PARK DR,Y,655,29.909513,-95.651476
480,480,3138,101907,CYPRESS-FAIRBANKS ISD,101907119,OWENS EL,7939 JACKRABBIT RD,HOUSTON,77095-2901,7939 JACKRABBIT RD,HOUSTON,77095-2901,101,HARRIS COUNTY,4,PK-5,1,1,REGULAR,7939 JACKRABBIT RD,Y,480,29.909513,-95.651476
659,659,3635,101907,CYPRESS-FAIRBANKS ISD,101907130,COPELAND EL,18018 FOREST HTS DR,HOUSTON,77095-4441,18018 FOREST HTS DR,HOUSTON,77095-4441,101,HARRIS COUNTY,4,"EE,KG-5",1,1,REGULAR,18018 FOREST HTS DR,Y,659,29.909513,-95.651476
484,484,3142,101907,CYPRESS-FAIRBANKS ISD,101907124,FIEST EL,8425 PINE FALLS,HOUSTON,77095-4618,8425 PINE FALLS,HOUSTON,77095-4618,101,HARRIS COUNTY,4,"EE,KG-5",1,1,REGULAR,8425 PINE FALLS,Y,484,29.909513,-95.651476
793,793,3777,101912,HOUSTON ISD,101912173,HEROD EL,5627 JASON ST,HOUSTON,77096-2110,5627 JASON ST,HOUSTON,77096-2110,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,5627 JASON ST,Y,793,29.675339,-95.479372
612,612,3579,101912,HOUSTON ISD,101912199,LOVETT EL,8814 S RICE AVE,HOUSTON,77096-2622,8814 S RICE AVE,HOUSTON,77096-2622,101,HARRIS COUNTY,4,"EE,KG-5",1,1,REGULAR,8814 S RICE AVE,Y,612,29.675339,-95.479372
555,555,3503,101912,HOUSTON ISD,101912072,FONDREN MIDDLE,6333 S BRAESWOOD,HOUSTON,77096-3699,6333 S BRAESWOOD,HOUSTON,77096-3699,101,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,6333 S BRAESWOOD,Y,555,29.675339,-95.479372
605,605,3572,101912,HOUSTON ISD,101912189,KOLTER EL,9710 RUNNYMEADE DR,HOUSTON,77096-4220,9710 RUNNYMEADE DR,HOUSTON,77096-4220,101,HARRIS COUNTY,4,"EE,KG-5",1,1,REGULAR,9710 RUNNYMEADE DR,Y,605,29.675339,-95.479372
773,773,3756,101912,HOUSTON ISD,101912148,ELROD EL,6230 DUMFRIES DR,HOUSTON,77096-4603,6230 DUMFRIES DR,HOUSTON,77096-4603,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,6230 DUMFRIES DR,Y,773,29.675339,-95.479372
716,716,3694,101912,HOUSTON ISD,101912215,PARKER EL,10626 ATWELL DR,HOUSTON,77096-4925,10626 ATWELL DR,HOUSTON,77096-4925,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,10626 ATWELL DR,Y,716,29.675339,-95.479372
535,535,3357,101912,HOUSTON ISD,101912055,JOHNSTON MIDDLE,10410 MANHATTAN DR,HOUSTON,77096-5299,10410 MANHATTAN DR,HOUSTON,77096-5299,101,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,10410 MANHATTAN DR,Y,535,29.675339,-95.479372
428,428,3031,101912,HOUSTON ISD,101912131,HALPIN EARLY CHILDHOOD CTR,10901 SANDPIPER,HOUSTON,77096-5717,10901 SANDPIPER,HOUSTON,77096-5717,101,HARRIS COUNTY,4,EE-1,1,1,REGULAR,10901 SANDPIPER,Y,428,29.675339,-95.479372
350,350,1717,101912,HOUSTON ISD,101912008,LAMAR H S,3325 WESTHEIMER RD,HOUSTON,77098-1099,3325 WESTHEIMER RD,HOUSTON,77098-1099,101,HARRIS COUNTY,4,12-Sep,4,1,REGULAR,3325 WESTHEIMER RD,Y,350,29.734813,-95.416098
545,545,3492,101912,HOUSTON ISD,101912057,LANIER MIDDLE,2600 WOODHEAD ST,HOUSTON,77098-1697,2600 WOODHEAD ST,HOUSTON,77098-1697,101,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,2600 WOODHEAD ST,Y,545,29.734813,-95.416098
722,722,3700,101912,HOUSTON ISD,101912221,POE EL,5100 HAZARD ST,HOUSTON,77098-5396,5100 HAZARD ST,HOUSTON,77098-5396,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,5100 HAZARD ST,Y,722,29.734813,-95.416098
432,432,3035,101903,ALIEF ISD,101903102,BOONE EL,11400 BISSONNET,HOUSTON,77099-1903,11400 BISSONNET,HOUSTON,77099-1903,101,HARRIS COUNTY,4,PK-4,1,1,REGULAR,11400 BISSONNET,Y,432,29.670869,-95.58599
634,634,3610,101903,ALIEF ISD,101903042,OLLE MIDDLE,9200 BOONE RD,HOUSTON,77099-2098,9200 BOONE RD,HOUSTON,77099-2098,101,HARRIS COUNTY,4,8-Jul,3,1,REGULAR,9200 BOONE RD,Y,634,29.670869,-95.58599
437,437,3040,101903,ALIEF ISD,101903107,KENNEDY EL,10200 HUNTINGTON PL DR,HOUSTON,77099-2335,10200 HUNTINGTON PL DR,HOUSTON,77099-2335,101,HARRIS COUNTY,4,PK-4,1,1,REGULAR,10200 HUNTINGTON PL DR,Y,437,29.670869,-95.58599
435,435,3038,101903,ALIEF ISD,101903105,SMITH EL,11300 STANCLIFF,HOUSTON,77099-4202,11300 STANCLIFF,HOUSTON,77099-4202,101,HARRIS COUNTY,4,PK-4,1,1,REGULAR,11300 STANCLIFF,Y,435,29.670869,-95.58599
636,636,3612,101903,ALIEF ISD,101903044,HOLUB MIDDLE,9515 S DAIRY ASHFORD,HOUSTON,77099-4909,9515 S DAIRY ASHFORD,HOUSTON,77099-4909,101,HARRIS COUNTY,4,8-Jul,3,1,REGULAR,9515 S DAIRY ASHFORD,Y,636,29.670869,-95.58599
442,442,3045,101903,ALIEF ISD,101903112,CUMMINGS EL,10455 S KIRKWOOD,HOUSTON,77099-5018,10455 S KIRKWOOD,HOUSTON,77099-5018,101,HARRIS COUNTY,4,PK-4,1,1,REGULAR,10455 S KIRKWOOD,Y,442,29.670869,-95.58599
519,519,3341,101814,VARNETT CHARTER SCHOOL,101814101,VARNETT CHARTER SCHOOL,P O BOX 1457,HOUSTON,77251-1457,11209 CLEMATIS LN,HOUSTON,77035-4801,101,HARRIS COUNTY,4,PK-5,1,1,CHARTER/REGULAR,P O BOX 1457,Y,519,29.7,-95.54
66,66,387,101925,HUFFMAN ISD,101925041,HUFFMAN MIDDLE,P O BOX 2390,HUFFMAN,77336-2390,3407 HUFFMAN EASTGATE,HUFFMAN,77336-4447,101,HARRIS COUNTY,4,8-Jul,2,0,REGULAR,P O BOX 2390,Y,66,30.063168,-95.098858
67,67,388,101925,HUFFMAN ISD,101925101,BOWEN EL,P O BOX 2390,HUFFMAN,77336-2390,24403 E LAKE HOUSTON PKWY,HUFFMAN,77336-4447,101,HARRIS COUNTY,4,EE-3,1,0,REGULAR,P O BOX 2390,Y,67,30.063168,-95.098858
271,271,1281,101925,HUFFMAN ISD,101925102,COPELAND INT,P O BOX 2390,HUFFMAN,77336-2390,24403 E LK HOUSTON PKWY,HUFFMAN,77336-4447,101,HARRIS COUNTY,4,6-Apr,1,0,REGULAR,P O BOX 2390,Y,271,30.063168,-95.098858
969,969,4253,101925,HUFFMAN ISD,101925001,HARGRAVE H S,P O BOX 2390,HUFFMAN,77336-2390,25400 WILLY LN,HUFFMAN,77336-2428,101,HARRIS COUNTY,4,12-Sep,4,0,REGULAR,P O BOX 2390,Y,969,30.063168,-95.098858
620,620,3596,101902,ALDINE ISD,101902120,MAGRILL EL,21701 RAYFORD RD,HUMBLE,77338-1026,21701 RAYFORD RD,HUMBLE,77338-1026,101,HARRIS COUNTY,4,"EE,KG-4",1,0,REGULAR,21701 RAYFORD RD,Y,620,30.017301,-95.286217
489,489,3227,101902,ALDINE ISD,101902045,TEAGUE MIDDLE,21700 RAYFORD RD,HUMBLE,77338-1027,21700 RAYFORD RD,HUMBLE,77338-1027,101,HARRIS COUNTY,4,8-Jul,3,0,REGULAR,21700 RAYFORD RD,Y,489,30.017301,-95.286217
827,827,3811,101913,HUMBLE ISD,101913101,HUMBLE EL,20252 FIELDTREE DR,HUMBLE,77338-3851,20252 FIELDTREE DR,HUMBLE,77338-3851,101,HARRIS COUNTY,4,EE-5,1,0,REGULAR,20252 FIELDTREE DR,Y,827,30.017301,-95.286217
819,819,3803,101913,HUMBLE ISD,101913001,HUMBLE H S,1700 WILSON RD,HUMBLE,77338-6118,1700 WILSON RD,HUMBLE,77338-6118,101,HARRIS COUNTY,4,12-Sep,4,0,REGULAR,1700 WILSON RD,Y,819,30.017301,-95.286217
828,828,3812,101913,HUMBLE ISD,101913102,LAKELAND EL,1500 MONTGOMERY LN,HUMBLE,77338-8043,1500 MONTGOMERY LN,HUMBLE,77338-8043,101,HARRIS COUNTY,4,EE-5,1,0,REGULAR,1500 MONTGOMERY LN,Y,828,30.017301,-95.286217
835,835,3819,101913,HUMBLE ISD,101913109,GREENTREE EL,3502 BROOKSHADOW DR,KINGWOOD,77339-1145,3502 BROOKSHADOW DR,KINGWOOD,77339-1145,101,HARRIS COUNTY,4,EE-5,1,0,REGULAR,3502 BROOKSHADOW DR,Y,835,30.046777,-95.221022
833,833,3817,101913,HUMBLE ISD,101913107,ELM GROVE EL,2815 CLEAR RDG DR,KINGWOOD,77339-1328,2815 CLEAR RDG DR,KINGWOOD,77339-1328,101,HARRIS COUNTY,4,EE-5,1,0,REGULAR,2815 CLEAR RDG DR,Y,833,30.046777,-95.221022
831,831,3815,101913,HUMBLE ISD,101913105,WOODLAND HILLS EL,2222 TREE LN,KINGWOOD,77339-1766,2222 TREE LN,KINGWOOD,77339-1766,101,HARRIS COUNTY,4,EE-5,1,0,REGULAR,2222 TREE LN,Y,831,30.046777,-95.221022
832,832,3816,101913,HUMBLE ISD,101913106,BEAR BRANCH EL,3500 GARDEN LK,KINGWOOD,77339-1869,3500 GARDEN LK,KINGWOOD,77339-1869,101,HARRIS COUNTY,4,EE-5,1,0,REGULAR,3500 GARDEN LK,Y,832,30.046777,-95.221022
830,830,3814,101913,HUMBLE ISD,101913104,FOSTER EL,1800 TRAILWOOD VILLAGE DR,KINGWOOD,77339-3306,1800 TRAILWOOD VILLAGE DR,KINGWOOD,77339-3306,101,HARRIS COUNTY,4,EE-5,1,0,REGULAR,1800 TRAILWOOD VILLAGE DR,Y,830,30.046777,-95.221022
820,820,3804,101913,HUMBLE ISD,101913002,KINGWOOD H S,2701 KINGWOOD DR,KINGWOOD,77339-3797,2701 KINGWOOD DR,KINGWOOD,77339-3797,101,HARRIS COUNTY,4,12-Sep,4,0,REGULAR,2701 KINGWOOD DR,Y,820,30.046777,-95.221022
824,824,3808,101913,HUMBLE ISD,101913043,CREEKWOOD MIDDLE,3603 LK HOUSTON PKWY,KINGWOOD,77339-5216,3603 LK HOUSTON PKWY,KINGWOOD,77339-5216,101,HARRIS COUNTY,4,8-Jun,2,0,REGULAR,3603 LK HOUSTON PKWY,Y,824,30.046777,-95.221022
840,840,3824,101913,HUMBLE ISD,101913114,HIDDEN HOLLOW EL,4104 APPALACHIAN TRL,KINGWOOD,77345-1099,4104 APPALACHIAN TRL,KINGWOOD,77345-1099,101,HARRIS COUNTY,4,EE-5,1,0,REGULAR,4104 APPALACHIAN TRL,Y,840,30.053105,-95.157943
838,838,3822,101913,HUMBLE ISD,101913112,DEERWOOD EL,2920 FOREST GARDEN DR,KINGWOOD,77345-1409,2920 FOREST GARDEN DR,KINGWOOD,77345-1409,101,HARRIS COUNTY,4,EE-5,1,0,REGULAR,2920 FOREST GARDEN DR,Y,838,30.053105,-95.157943
839,839,3823,101913,HUMBLE ISD,101913113,WILLOW CREEK EL,2002 WILLOW TER,KINGWOOD,77345-1785,2002 WILLOW TER,KINGWOOD,77345-1785,101,HARRIS COUNTY,4,EE-5,1,0,REGULAR,2002 WILLOW TER,Y,839,30.053105,-95.157943
826,826,3810,101913,HUMBLE ISD,101913045,RIVERWOOD MIDDLE,2910 HIGH VLY,KINGWOOD,77345-1852,2910 HIGH VLY,KINGWOOD,77345-1852,101,HARRIS COUNTY,4,8-Jun,2,0,REGULAR,2910 HIGH VLY,Y,826,30.053105,-95.157943
842,842,3826,101913,HUMBLE ISD,101913116,SHADOW FOREST EL,2300 MILLS BRANCH DR,KINGWOOD,77345-2100,2300 MILLS BRANCH DR,KINGWOOD,77345-2100,101,HARRIS COUNTY,4,EE-5,1,0,REGULAR,2300 MILLS BRANCH DR,Y,842,30.053105,-95.157943
834,834,3818,101913,HUMBLE ISD,101913108,OAKS EL,5858 UPPER LK DR,HUMBLE,77346-1977,5858 UPPER LK DR,HUMBLE,77346-1977,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,5858 UPPER LK DR,Y,834,29.994499,-95.177499
837,837,3821,101913,HUMBLE ISD,101913111,PINEFOREST EL,19702 W LK HOUSTON PKY,HUMBLE,77346-2000,19702 W LK HOUSTON PKY,HUMBLE,77346-2000,101,HARRIS COUNTY,4,EE-5,1,0,REGULAR,19702 W LK HOUSTON PKY,Y,837,29.994499,-95.177499
844,844,3828,101913,HUMBLE ISD,101913118,OAK FOREST EL,6500 KINGWOOD GLEN,HUMBLE,77346-2071,6500 KINGWOOD GLEN,HUMBLE,77346-2071,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,6500 KINGWOOD GLEN,Y,844,29.994499,-95.177499
845,845,3829,101913,HUMBLE ISD,101913199,EARLY LEARNING WING,18901 TIMBERFOREST DR,HUMBLE,77346-2531,18901 TIMBERFOREST DR,HUMBLE,77346-2531,101,HARRIS COUNTY,4,EE-5,1,1,ALTERNATIVE,18901 TIMBERFOREST DR,Y,845,29.994499,-95.177499
841,841,3825,101913,HUMBLE ISD,101913115,WHISPERING PINES EL,17321 WOODLAND HILLS DR,HUMBLE,77346-3001,17321 WOODLAND HILLS DR,HUMBLE,77346-3001,101,HARRIS COUNTY,4,EE-5,1,0,REGULAR,17321 WOODLAND HILLS DR,Y,841,29.994499,-95.177499
825,825,3809,101913,HUMBLE ISD,101913044,ATASCOCITA MIDDLE,18810 W LK HOUSTON PKY,HUMBLE,77346-3186,18810 W LK HOUSTON PKY,HUMBLE,77346-3186,101,HARRIS COUNTY,4,8-Jun,2,0,REGULAR,18810 W LK HOUSTON PKY,Y,825,29.994499,-95.177499
836,836,3820,101913,HUMBLE ISD,101913110,TIMBERS EL,6910 LONESOME WOODS TRL,HUMBLE,77346-5016,6910 LONESOME WOODS TRL,HUMBLE,77346-5016,101,HARRIS COUNTY,4,EE-5,1,0,REGULAR,6910 LONESOME WOODS TRL,Y,836,29.994499,-95.177499
962,962,4214,101921,TOMBALL ISD,101921102,DECKER PRAIRIE EL,27427 DECKER PRAIRIE-ROSEHILL,MAGNOLIA,77355-7929,27427DECKER PRAIRIE-ROSEHILL,MAGNOLIA,77355-7929,101,HARRIS COUNTY,4,"EE,KG-4",1,0,REGULAR,27427 DECKER PRAIRIE-ROSEHILL,Y,962,30.156257,-95.74926
921,921,4172,101919,SPRING ISD,101919001,SPRING H S,19428 INTERSTATE 45 N,SPRING,77373-2910,19428 INTERSTATE 45 N,SPRING,77373-2910,101,HARRIS COUNTY,4,12-Sep,4,0,REGULAR,19428 INTERSTATE 45 N,Y,921,30.062169,-95.383966
53,53,284,101919,SPRING ISD,101919111,SMITH EL,26000 CYPRESSWOOD DR,SPRING,77373-5860,26000 CYPRESSWOOD DR,SPRING,77373-5860,101,HARRIS COUNTY,4,EE-5,1,0,REGULAR,26000 CYPRESSWOOD DR,Y,53,30.062169,-95.383966
46,46,277,101919,SPRING ISD,101919104,JOHN WINSHIP EL,2175 SPRING CREEK DR,SPRING,77373-6141,2175 SPRING CREEK DR,SPRING,77373-6141,101,HARRIS COUNTY,4,PK-5,1,0,REGULAR,2175 SPRING CREEK DR,Y,46,30.062169,-95.383966
43,43,274,101919,SPRING ISD,101919045,TWIN CREEKS MIDDLE,27100 CYPRESSWOOD DR,SPRING,77373-6370,27100 CYPRESSWOOD DR,SPRING,77373-6370,101,HARRIS COUNTY,4,8-Jun,2,0,REGULAR,27100 CYPRESSWOOD DR,Y,43,30.062169,-95.383966
49,49,280,101919,SPRING ISD,101919107,MILDRED JENKINS EL,4615 REYNALDO DR,SPRING,77373-6861,4615 REYNALDO DR,SPRING,77373-6861,101,HARRIS COUNTY,4,EE-5,1,0,REGULAR,4615 REYNALDO DR,Y,49,30.062169,-95.383966
51,51,282,101919,SPRING ISD,101919109,ANDERSON EL,6218 LYNNGATE DR,SPRING,77373-7356,6218 LYNNGATE DR,SPRING,77373-7356,101,HARRIS COUNTY,4,EE-5,1,0,REGULAR,6218 LYNNGATE DR,Y,51,30.062169,-95.383966
923,923,4174,101919,SPRING ISD,101919044,DUEITT MIDDLE,1 EAGLE CROSSING,SPRING,77373-7595,1 EAGLE CROSSING,SPRING,77373-7595,101,HARRIS COUNTY,4,8-Jun,2,0,REGULAR,1 EAGLE CROSSING,Y,923,30.062169,-95.383966
50,50,281,101919,SPRING ISD,101919108,PEARL M HIRSCH EL,2633 TRAILING VINE RD,SPRING,77373-7716,2633 TRAILING VINE RD,SPRING,77373-7716,101,HARRIS COUNTY,4,EE-5,1,0,REGULAR,2633 TRAILING VINE RD,Y,50,30.062169,-95.383966
1031,1031,6881,101915,KLEIN ISD,101915119,SCHULTZ EL,7920 WILLOW FOREST,TOMBALL,77375-2822,7920 WILLOW FOREST,TOMBALL,77375-2822,101,HARRIS COUNTY,4,EE-5,1,1,REGULAR,7920 WILLOW FOREST,Y,1031,30.094886,-95.58583
960,960,4212,101921,TOMBALL ISD,101921001,TOMBALL H S,30330 QUINN RD,TOMBALL,77375-4300,30330 QUINN RD,TOMBALL,77375-4300,101,HARRIS COUNTY,4,12-Sep,4,0,REGULAR,30330 QUINN RD,Y,960,30.094886,-95.58583
961,961,4213,101921,TOMBALL ISD,101921042,TOMBALL J H,30430 QUINN RD,TOMBALL,77375-4300,30430 QUINN RD,TOMBALL,77375-4300,101,HARRIS COUNTY,4,8-Jul,3,0,REGULAR,30430 QUINN RD,Y,961,30.094886,-95.58583
964,964,4216,101921,TOMBALL ISD,101921105,TOMBALL INT,723 W MAIN ST,TOMBALL,77375-5579,723 W  MAIN ST,TOMBALL,77375-5579,101,HARRIS COUNTY,4,6-May,2,0,REGULAR,723 W MAIN ST,Y,964,30.094886,-95.58583
